Run Id	L4C5		Run Id	L5C3		Run Id	L6C3		Run Id			
Device	3975f2-cap		Device	3975f5-cap		Device	3975f8-cap		Device	Ref GaAs		
Curve	Illuminated IV1		Curve	Illuminated IV17		Curve	Illuminated IV17		Curve	Illuminated IV1		
Size [cm2]	0.0483		Size [cm2]	0.0483		Size [cm2]	0.0483		Size [cm2]	4		
Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		
Material	GaAs		Material	GaAs		Material	GaAs		Material	GaAs		
Date	03/02/2020		Date	03/02/2020		Date	03/02/2020		Date	03/02/2020		
Time	16:17:46		Time	17:40:59		Time	18:02:24		Time	16:11:00		
Temperature Corrected	yes		Temperature Corrected	yes		Temperature Corrected	yes		Temperature Corrected	yes		
Irradiance [W/m2]	998.034634146342		Irradiance [W/m2]	998.034634146342		Irradiance [W/m2]	998.034634146342		Irradiance [W/m2]	998.034634146342		
Irradiance Corrected	yes		Irradiance Corrected	yes		Irradiance Corrected	yes		Irradiance Corrected	yes		
V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	
0.33123822	0.000881066137874162	0.000291842779211712	0.3312459	0.00084623636774434	0.000280312327246205	0.3271583	0.000827215145591886	0.000270630300766094	0.17438584	0.102575302159825	0.0178876802303949	
0.3386671	0.000881200657874162	0.000298433671320335	0.33867298	0.00084602318774434	0.000286525194142475	0.33451714	0.000827194665591886	0.000276710793757054	0.17892452	0.102582362159825	0.0183544999099128	
0.34610986	0.000881256117874162	0.00030501143158157	0.34611326	0.00084596474774434	0.000292799616686871	0.34188938	0.000827250645591886	0.00028282821032601	0.18352042	0.102591322159825	0.0188276025311264	
0.35355262	0.000881326437874162	0.000311595271185677	0.35355464	0.00084591646774434	0.000299077692223422	0.34925514	0.000827187325591886	0.00028889942520582	0.18809082	0.102598582159825	0.0192978514492788	
0.36098188	0.000881335937874162	0.000318146303765378	0.36098228	0.00084594612774434	0.000305371561950323	0.3566136	0.000827041665591886	0.000294934305716719	0.19264088	0.102584862159825	0.0197620381211474	
0.36842564	0.000881311157874162	0.000324697627378929	0.36842424	0.00084620024774434	0.00031176068316302	0.36398622	0.000826707325591886	0.0003009100744885	0.19723916	0.102558162159825	0.0202284857555477	
0.37586278	0.000881096917874162	0.000331171537001614	0.3758596	0.00084634018774434	0.000318105084429513	0.37135974	0.000826464665591886	0.00030691570333339	0.20180812	0.102540802159825	0.0206935665071662	
0.38329958	0.000880814117874162	0.000337615681439237	0.3832952	0.00084633854774434	0.000324397502925376	0.37871318	0.000826495805591887	0.000313004854792365	0.20638218	0.102503222159825	0.021154838446369	
0.39072956	0.000880400797874162	0.00034399861637702	0.39072308	0.00084605416774434	0.000330572890267905	0.38607296	0.000826501945591886	0.000319090052580419	0.21098118	0.102456482159825	0.0216163895047288	
0.39816636	0.000880066537874162	0.000350412889943157	0.3981575	0.00084587790774434	0.000336792633052717	0.39344652	0.000826499665591886	0.000325183417208291	0.21550866	0.102444082159825	0.0220775868711938	
0.4056042	0.000879987517874162	0.000356926633197335	0.40559352	0.00084568516774434	0.000343004423997217	0.40080726	0.000826830105591886	0.000331399509107795	0.21999984	0.102433782159825	0.0225354156857563	
0.41304224	0.000880078977874162	0.000363509792398054	0.41303008	0.00084550504774434	0.000349219017510249	0.40816132	0.000827025505591886	0.000337559822036052	0.22455674	0.102426922159825	0.023000655728444	
0.42047318	0.000880344637874162	0.000370161309382897	0.42046084	0.00084548306774434	0.000355492520869562	0.41553652	0.000826967765591886	0.000343635307466228	0.22910872	0.102428642159825	0.0234672950965755	
0.42791084	0.000880507517874162	0.000376778711599848	0.42789926	0.00084540748774434	0.000361749238404262	0.42291262	0.000826895205591886	0.000349704417862303	0.23361806	0.102425022159825	0.0239283349724353	
0.43535494	0.000880667437874162	0.00038340291957566	0.43534464	0.00084521806774434	0.000367961155423655	0.430276	0.000826943305591886	0.000355813857756854	0.23818278	0.102397742159825	0.0243893788933503	
0.44278446	0.000880594097874162	0.000389913382106398	0.44277558	0.000845139687744341	0.000374207215422019	0.43764542	0.000827034665591886	0.000361947933577521	0.24274908	0.102365322159825	0.0248490877782011	
0.4502202	0.000880445357874162	0.000396394285111177	0.450214	0.00084500826774434	0.00038043455225425	0.4450219	0.000827173005591886	0.000368110102577212	0.24730326	0.102351782159825	0.0253119293949345	
0.45766348	0.000880183297874162	0.000402827751142966	0.4576591	0.00084473082774434	0.00038659875036773	0.45238508	0.000827396285591886	0.000374301734849188	0.25179812	0.102343202159825	0.0257698258986238	
0.46510654	0.000880013857874162	0.000409300200587903	0.46510324	0.00084463760774434	0.000392843687987742	0.4597547	0.000827422885591886	0.000380411560538432	0.2562906	0.102338622159825	0.0262284268765148	
0.472535	0.000879937477874162	0.000415801256107267	0.47253346	0.00084481040774434	0.000399201185015444	0.46712378	0.000827163325591887	0.000386387659327853	0.26078764	0.102332522159825	0.0266870569493084	
0.4799768	0.000879900917874162	0.000422332026878303	0.47997718	0.00084478852774434	0.00040547921524308	0.47448538	0.000827053885591886	0.000392424977185543	0.26527988	0.102341282159825	0.0271490830504045	
0.48741832	0.000879810997874162	0.000428835998501348	0.48742028	0.00084509638774434	0.000411917117941335	0.48185376	0.000826963365591886	0.000398475407092705	0.26976606	0.102328882159825	0.0276048593644603	
0.49484644	0.000879940357874162	0.000435435353506355	0.49484958	0.00084544670774434	0.00041836894823967	0.48922152	0.000826795405591886	0.000404486105052679	0.27428408	0.102313242159825	0.0280628934976248	
0.50227422	0.000879926477874162	0.000441964385331592	0.50228	0.00084571952774434	0.000424788004395427	0.49658284	0.000826712285591886	0.00041053113464211	0.27881704	0.102290362159825	0.0285202959979304	
0.50971718	0.000879917677874162	0.000448509157398166	0.50972452	0.00084574006774434	0.000431094450075751	0.50394354	0.000826799225591886	0.000416660128614034	0.28331686	0.102256982159825	0.0289711270985976	
0.51715998	0.000879919437874162	0.000455059118892613	0.51716904	0.00084579362774434	0.000437418278498658	0.51131312	0.000826496265591886	0.000422598384228136	0.28779388	0.102215782159825	0.0294170765450108	
0.52458972	0.000879884977874162	0.000461578614175213	0.52459954	0.00084565764774434	0.000443631613004163	0.51867568	0.000826140225591886	0.000428498843284225	0.29228	0.102170962159825	0.0298625288200736	
0.53203248	0.000879683437874162	0.000468020161067116	0.53204412	0.00084556358774434	0.00044987713494548	0.52603828	0.000825966165591886	0.000434489821086151	0.29672994	0.102130322159825	0.0303051243666655	
0.53946952	0.000879718177874162	0.000474581143153049	0.53948202	0.00084573006774434	0.000456256165321454	0.5334078	0.000825832745591886	0.000440505627994128	0.30118818	0.102097502159825	0.0307505608580637	
0.5469065	0.000879601577874162	0.000481059820349636	0.54691978	0.00084583456774434	0.00046260365570713	0.54077852	0.000825892105591887	0.000446624710541664	0.30565668	0.102058602159825	0.0311948935016129	
0.5543374	0.000879433617874162	0.000487502945204957	0.55435038	0.00084609710774434	0.000469034253194976	0.54814064	0.000825921265591886	0.000452721011111147	0.310109	0.102034962159825	0.0316419600804211	
0.5617745	0.000879208897874162	0.000493917138998809	0.56178766	0.00084631150774434	0.000475447361566765	0.5555094	0.000825887765591887	0.00045878841713129	0.31457024	0.102004062159825	0.032087442314591	
0.56921224	0.000879271797874162	0.000500492269636779	0.5692244	0.00084648580774434	0.000481840376021787	0.5628775	0.000825779865591886	0.000464812906294697	0.31903244	0.101966502159825	0.0325306219823142	
0.57664928	0.000879260477874162	0.000507024921498592	0.57665912	0.00084638414774434	0.000488075137820201	0.57023798	0.000825671705591886	0.000470829365539872	0.3234603	0.101922442159825	0.0329678637177496	
0.58407932	0.000879394817874162	0.000513636327235465	0.58408676	0.00084610152774434	0.000494196699971242	0.57760464	0.000825527965591886	0.000476828783375634	0.32787232	0.101870562159825	0.033400537555046	
0.59151548	0.000879489397874162	0.000520231593338446	0.59152148	0.00084553824774434	0.000500154035702339	0.58497102	0.000825584905591887	0.00048294324432069	0.33228172	0.101805902159825	0.0338282402758183	
0.59895962	0.000879714177874162	0.000526913269688121	0.59896288	0.00084501190774434	0.000506130765896844	0.59233	0.000825735505591886	0.000489107912027242	0.33660158	0.101744102159825	0.0342472255426785	
0.60638946	0.000879561177874162	0.000533356627688077	0.6063904	0.00084438266774434	0.000512025543646558	0.59970374	0.000825715265591886	0.000495184532950548	0.3409562	0.101658082159825	0.0346609533925017	
0.61382508	0.000879358757874162	0.000539772459900808	0.61382464	0.00084406490774434	0.000518107838132803	0.60707042	0.000825722465591886	0.000501271683990302	0.34533214	0.101546502159825	0.035067270900367	
0.6212678	0.000879107497874162	0.000546161181167785	0.62126626	0.00084402458774434	0.000524363998975968	0.61442922	0.000825494285591886	0.00050720781001068	0.34963646	0.101461042159825	0.0354744796086719	
0.6286973	0.000878764357874162	0.00055247677913172	0.62869378	0.00084404242774434	0.000530644224378966	0.62180234	0.000825198045591886	0.000513110075712462	0.3539363	0.101372342159825	0.0358793517063824	
0.63612608	0.000878465477874162	0.000558814800855418	0.63612134	0.00084414030774434	0.000536975663710342	0.62917564	0.000825022545591886	0.000519084088137204	0.3583266	0.101283662159825	0.0362926302972787	
0.64356848	0.000878254097874162	0.000565216654822646	0.64356218	0.00084423026774434	0.000543314671531531	0.63652718	0.000824939185591886	0.0005250962134763	0.36266644	0.101206402159825	0.036704165576512	
0.65101198	0.000878010837874162	0.000571595574025917	0.65100436	0.00084402836774434	0.000549466147365249	0.64388608	0.000824689045591886	0.000531005796785101	0.36695696	0.101144222159825	0.037115576285334	
0.65844208	0.000877681377874162	0.000577902352024729	0.65843242	0.00084362244774434	0.00055546836983463	0.65125928	0.000824539245591886	0.000536988835415915	0.37127104	0.101054582159825	0.0375186398152436	
0.66588528	0.000877357277874162	0.000584219296637274	0.66587398	0.00084297400774434	0.000561314457573275	0.65861904	0.000824381325591886	0.000542953237255256	0.37556682	0.100945102159825	0.0379116310127406	
0.67332904	0.000876867137874162	0.000590420108152357	0.67331566	0.00084216532774434	0.000567043103479297	0.66597152	0.000824019225591886	0.000548773336176652	0.37976318	0.100826462159825	0.0382901778979648	
0.68077294	0.000876290697874162	0.000596554994686445	0.6807583	0.00084151986774434	0.000572871634581862	0.67334516	0.000823454045591886	0.000554468796081716	0.38395314	0.100700202159825	0.0386641588178996	
0.6882037	0.000875688457874162	0.000602652036756293	0.6881878	0.00084097694774434	0.000578750075518893	0.68071896	0.000823043565591886	0.000560261360004401	0.38814768	0.100578902159825	0.039039467530283	
0.69564752	0.000874986697874162	0.00060868232640915	0.69563102	0.00084053648774434	0.000584703254316813	0.68807994	0.000822565385591886	0.000565990741164142	0.39235982	0.100457022159825	0.0394152991323649	
0.7030848	0.000874362377874162	0.00061475089757518	0.70306852	0.00084048582774434	0.000590919126993188	0.69544872	0.000821839885591886	0.000571547496479824	0.3965329	0.100354222159825	0.0397937507402796	
0.71051468	0.000873460577874162	0.000620606562980875	0.7104998	0.00084039018774434	0.000597097060314316	0.70282502	0.000820806305591886	0.000576883208143744	0.40069138	0.100236150159825	0.0401637613334274	
0.7179445	0.000872462197874162	0.000626379436421666	0.71793096	0.00084011176774434	0.000603142247923991	0.7101877	0.000819728725591886	0.000582161258252033	0.40481154	0.100129338159825	0.0405335115796595	
0.72538072	0.000871196337874162	0.000631949026828523	0.72536864	0.00083959548774434	0.000609016237095249	0.71755744	0.000818377565591886	0.000587232910919546	0.4088981	0.100000782159825	0.0408901298236663	
0.73281646	0.000869870477874162	0.000637455404254252	0.73280656	0.00083892544774434	0.00061477007145799	0.7249267	0.000816863605591886	0.000592166237951828	0.41292534	0.0998558201598249	0.0412329984904746	
0.74025246	0.000868273677874162	0.000642741725999596	0.7402444	0.00083780892774434	0.000620183367032752	0.7322885	0.000815346805591886	0.000597069089246674	0.41698376	0.0996715701598249	0.0415614260903476	
0.74768832	0.000866512677874162	0.000647881408378434	0.74768208	0.00083665870774434	0.0006255547228564	0.73965776	0.000813775105591886	0.000601915071745858	0.42099764	0.0994968581598249	0.041887942472701	
0.75512354	0.000864469597874162	0.000652781342969114	0.75511846	0.00083515396774434	0.000630640177985996	0.74702738	0.000811957445591886	0.000606554443251999	0.42503702	0.0993150861598249	0.0422125882624152	
0.76256546	0.000862147817874162	0.000657444147325207	0.76256204	0.00083330338774434	0.000635445531297235	0.7543887	0.000810059765591886	0.000611099933487168	0.42901936	0.0991321721598249	0.0425296210554179	
0.76999432	0.000859354957874162	0.000661698436426944	0.76999202	0.00083133944774434	0.000640124740674349	0.76175698	0.000807615125591886	0.000615206459073196	0.4330029	0.0989586041598249	0.0428493625811562	
0.77742976	0.000856064137874162	0.000665529737252117	0.77742848	0.00082918190774434	0.000644629630181183	0.76912534	0.000804416405591886	0.000618697041452438	0.43697996	0.0988012461598249	0.0431741645948704	
0.7848715	0.000852208097874162	0.000668873848090641	0.78487154	0.00082651394774434	0.00064870727499758	0.77648696	0.000800854225591886	0.000621852863032998	0.44093252	0.0986383581598249	0.0434928598320742	
0.79230084	0.000847509477874162	0.00067148247122766	0.7923023	0.00082360054774434	0.000652540608259101	0.7838484	0.000796706665591886	0.000624497245093535	0.44482772	0.0984731821598249	0.0438036011012996	
0.79973002	0.000841906877874162	0.000673298204280441	0.79973308	0.00082043026774434	0.000656125224948406	0.79121754	0.000791864905591886	0.000626537402614745	0.44877708	0.0982938901598249	0.044112045007767	
0.80717284	0.000835282057874162	0.000674216990855332	0.80717734	0.00081628230774434	0.000658884581854138	0.79858028	0.000786554145591886	0.00062812662982193	0.45267202	0.0981140281598249	0.0444134753174448	
0.81461564	0.000827432997874162	0.000674039861120379	0.81462202	0.00081132682774434	0.000660924699297287	0.80594294	0.000780655665591886	0.000629163922254782	0.4565086	0.0979293981598249	0.0447056124527842	
